id	file	line	kind	field	source	zh_cn	context
EDIT_02498	lib/edit/k_info.txt	4415	object_name	N:name	& Magical Figurine~ of #		N:685:& Magical Figurine~ of #
EDIT_02499	lib/edit/k_info.txt	4423	object_name	N:name	& Wooden Statue~ of #		N:*:& Wooden Statue~ of #
EDIT_02500	lib/edit/k_info.txt	4430	object_name	N:name	& Clay Statue~ of #		N:*:& Clay Statue~ of #
EDIT_02501	lib/edit/k_info.txt	4437	object_name	N:name	& Stone Statue~ of #		N:*:& Stone Statue~ of #
EDIT_02502	lib/edit/k_info.txt	4444	object_name	N:name	& Iron Statue~ of #		N:*:& Iron Statue~ of #
EDIT_02503	lib/edit/k_info.txt	4451	object_name	N:name	& Copper Statue~ of #		N:*:& Copper Statue~ of #
EDIT_02504	lib/edit/k_info.txt	4458	object_name	N:name	& Silver Statue~ of #		N:*:& Silver Statue~ of #
EDIT_02505	lib/edit/k_info.txt	4465	object_name	N:name	& Golden Statue~ of #		N:*:& Golden Statue~ of #
EDIT_02506	lib/edit/k_info.txt	4472	object_name	N:name	& Ivory Statue~ of #		N:*:& Ivory Statue~ of #
EDIT_02507	lib/edit/k_info.txt	4479	object_name	N:name	& Mithril Statue~ of #		N:*:& Mithril Statue~ of #
EDIT_02508	lib/edit/k_info.txt	4486	object_name	N:name	& Ornate Statue~ of #		N:*:& Ornate Statue~ of #
EDIT_02509	lib/edit/k_info.txt	4497	object_name	N:name	& Iron Spike~		N:700:& Iron Spike~
EDIT_02510	lib/edit/k_info.txt	4506	object_name	N:name	& Empty Bottle~		N:*:& Empty Bottle~
EDIT_02511	lib/edit/k_info.txt	4514	object_name	N:name	& Shard~ of Pottery		N:*:& Shard~ of Pottery
EDIT_02512	lib/edit/k_info.txt	4522	object_name	N:name	& Broken Stick~		N:*:& Broken Stick~
EDIT_02513	lib/edit/k_info.txt	4530	object_name	N:name	& Capture Ball#		N:*:& Capture Ball#
EDIT_02514	lib/edit/k_info.txt	4539	object_name	N:name	& Photograph~ of #		N:*:& Photograph~ of #
EDIT_02515	lib/edit/k_info.txt	4546	object_name	N:name	& Magic Whistle~		N:*:& Magic Whistle~
EDIT_02516	lib/edit/k_info.txt	4553	object_name	N:name	Rune		N:*:Rune
EDIT_02517	lib/edit/k_info.txt	4558	description	D	A cryptic rune, of powers incomprehensible.		D:A cryptic rune, of powers incomprehensible.
EDIT_02518	lib/edit/k_info.txt	4560	object_name	N:name	& Great Horn~		N:*:& Great Horn~
EDIT_02519	lib/edit/k_info.txt	4569	object_name	N:name	Head~		N:715:Head~
EDIT_02520	lib/edit/k_info.txt	4575	object_name	N:name	Eye~		N:*:Eye~
EDIT_02521	lib/edit/k_info.txt	4582	object_name	N:name	Stomach~		N:*:Stomach~
EDIT_02522	lib/edit/k_info.txt	4588	object_name	N:name	Heart~		N:*:Heart~
EDIT_02523	lib/edit/k_info.txt	4594	object_name	N:name	Hands		N:*:Hands
EDIT_02524	lib/edit/k_info.txt	4601	object_name	N:name	Legs		N:*:Legs
EDIT_02525	lib/edit/k_info.txt	4608	object_name	N:name	Ears		N:*:Ears
EDIT_02526	lib/edit/k_info.txt	4615	object_name	N:name	& Fabric Bag~		N:*:& Fabric Bag~
EDIT_02527	lib/edit/k_info.txt	4621	description	D	A small tied sack of coarse fabric.		D:A small tied sack of coarse fabric.
EDIT_02528	lib/edit/k_info.txt	4623	object_name	N:name	& Leather Pouch~		N:*:& Leather Pouch~
EDIT_02529	lib/edit/k_info.txt	4628	description	D	A rugged pouch of worn leather, cinched with a cord clasp.		D:A rugged pouch of worn leather, cinched with a cord clasp.
EDIT_02530	lib/edit/k_info.txt	4631	object_name	N:name	& Dwarven Backpack~		N:*:& Dwarven Backpack~
EDIT_02531	lib/edit/k_info.txt	4636	description	D	A rugged, iron-studded pouch forged from thick boarhide and banded with bronze straps.		D:A rugged, iron-studded pouch forged from thick boarhide and banded with bronze straps.
EDIT_02532	lib/edit/q_acadmy.txt	5	description	D	One of our former students has brought shame on the order of		D:One of our former students has brought shame on the order of
EDIT_02533	lib/edit/q_acadmy.txt	6	description	D	wizards by taking over the local museum and turning it into		D:wizards by taking over the local museum and turning it into
EDIT_02534	lib/edit/q_acadmy.txt	7	description	D	an academy of evil. He has begun teaching the dark arts to		D:an academy of evil. He has begun teaching the dark arts to
EDIT_02535	lib/edit/q_acadmy.txt	8	description	D	all applicants, and what's worse, below market prices.		D:all applicants, and what's worse, below market prices.
EDIT_02536	lib/edit/q_acadmy.txt	9	description	D	Put a stop to his treachery and reclaim our honour.		D:Put a stop to his treachery and reclaim our honour.
EDIT_02537	lib/edit/q_acadmy.txt	13	description	D	Well done! We will convert the building back into a museum, but		D:Well done! We will convert the building back into a museum, but
EDIT_02538	lib/edit/q_acadmy.txt	14	description	D	you can have this amulet as your reward, it's too valuable to go		D:you can have this amulet as your reward, it's too valuable to go
EDIT_02539	lib/edit/q_acadmy.txt	15	description	D	back into the collection.		D:back into the collection.
EDIT_02540	lib/edit/q_acadmy.txt	19	description	D	You have failed us. I hate competition so much.		D:You have failed us. I hate competition so much.
EDIT_02541	lib/edit/q_antipaladin.txt	6	description	D	One of the houses in town was recently sold to a foreign		D:One of the houses in town was recently sold to a foreign
EDIT_02542	lib/edit/q_antipaladin.txt	7	description	D	merchant. Now more and more alarming things happen like a		D:merchant. Now more and more alarming things happen like a
EDIT_02543	lib/edit/q_antipaladin.txt	8	description	D	sudden plague of evil in the moats, animals dying, people		D:sudden plague of evil in the moats, animals dying, people
EDIT_02544	lib/edit/q_antipaladin.txt	9	description	D	getting sick, and a general run of bad luck for our town.		D:getting sick, and a general run of bad luck for our town.
EDIT_02545	lib/edit/q_antipaladin.txt	10	description	D	It is like someone is playing around with powers of darkness.		D:It is like someone is playing around with powers of darkness.
EDIT_02546	lib/edit/q_antipaladin.txt	11	description	D	I have evidence that the origin of everything is the stranger		D:I have evidence that the origin of everything is the stranger
EDIT_02547	lib/edit/q_antipaladin.txt	12	description	D	living in the house in the north-west corner of town.		D:living in the house in the north-west corner of town.
EDIT_02548	lib/edit/q_antipaladin.txt	13	description	D	I need you to take this foul invader out.		D:I need you to take this foul invader out.
EDIT_02549	lib/edit/q_antipaladin.txt	17	description	D	You saved us from deep trouble. Please accept this modest gift.		D:You saved us from deep trouble. Please accept this modest gift.
EDIT_02550	lib/edit/q_antipaladin.txt	21	description	D	It seems like I've overestimated your power. But at least		D:It seems like I've overestimated your power. But at least
EDIT_02551	lib/edit/q_antipaladin.txt	22	description	D	my friend Astinus, the Librarian says that the Anti-paladin		D:my friend Astinus, the Librarian says that the Anti-paladin
EDIT_02552	lib/edit/q_antipaladin.txt	23	description	D	has left the town. Let us hope that he never comes back.		D:has left the town. Let us hope that he never comes back.
EDIT_02553	lib/edit/q_apina.txt	9	description	D	Sailors have become afraid of passing anywhere near Apina Island.		D:Sailors have become afraid of passing anywhere near Apina Island.
EDIT_02554	lib/edit/q_apina.txt	10	description	D	They claim it's haunted by the crew of the dread pirate Roope, and		D:They claim it's haunted by the crew of the dread pirate Roope, and
EDIT_02555	lib/edit/q_apina.txt	11	description	D	fear attacks from his ghost ship. I'd dismiss it as just another		D:fear attacks from his ghost ship. I'd dismiss it as just another
EDIT_02556	lib/edit/q_apina.txt	12	description	D	silly maritime myth, but it's starting to disturb trade; please		D:silly maritime myth, but it's starting to disturb trade; please
EDIT_02557	lib/edit/q_apina.txt	13	description	D	investigate the island and make sure there's no one there.		D:investigate the island and make sure there's no one there.
EDIT_02558	lib/edit/q_apina.txt	17	description	D	Thank you! You never know when a silly-sounding myth might be confirmed.		D:Thank you! You never know when a silly-sounding myth might be confirmed.
EDIT_02559	lib/edit/q_apina.txt	21	description	D	That's horrible! Hopefully some day I can find a genuine hero		D:That's horrible! Hopefully some day I can find a genuine hero
EDIT_02560	lib/edit/q_apina.txt	22	description	D	to cleanse the place.		D:to cleanse the place.
EDIT_02561	lib/edit/q_balrog.txt	4	description	D	One of the mountains in the eastern part of our territory used to host a		D:One of the mountains in the eastern part of our territory used to host a
EDIT_02562	lib/edit/q_balrog.txt	5	description	D	dwarven mining community; but they moved out in a hurry after their		D:dwarven mining community; but they moved out in a hurry after their
EDIT_02563	lib/edit/q_balrog.txt	6	description	D	tunnels started spitting out lava. At first we thought it was just a normal		D:tunnels started spitting out lava. At first we thought it was just a normal
EDIT_02564	lib/edit/q_balrog.txt	7	description	D	volcano that had lain dormant for centuries, but it now appears their		D:volcano that had lain dormant for centuries, but it now appears their
EDIT_02565	lib/edit/q_balrog.txt	8	description	D	diggings disturbed the sleep of something even more dangerous. A shadowy		D:diggings disturbed the sleep of something even more dangerous. A shadowy
EDIT_02566	lib/edit/q_balrog.txt	9	description	D	horror, cloaked in flames, is rumoured to have lived under the old mine; we		D:horror, cloaked in flames, is rumoured to have lived under the old mine; we
EDIT_02567	lib/edit/q_balrog.txt	10	description	D	occasionally hear the mountain rumble at night, as if some enormous monster		D:occasionally hear the mountain rumble at night, as if some enormous monster
EDIT_02568	lib/edit/q_balrog.txt	11	description	D	were trying to dig its way out. We hope you can put it back to sleep before		D:were trying to dig its way out. We hope you can put it back to sleep before
EDIT_02569	lib/edit/q_balrog.txt	12	description	D	it reaches the open.		D:it reaches the open.
EDIT_02570	lib/edit/q_balrog.txt	16	description	D	Thank you! Here is a reward for your good work.		D:Thank you! Here is a reward for your good work.
EDIT_02571	lib/edit/q_balrog.txt	20	description	D	That's horrible news.		D:That's horrible news.
EDIT_02572	lib/edit/q_barracks.txt	6	description	D	The next building will be the barracks. As you have noticed, there are		D:The next building will be the barracks. As you have noticed, there are
EDIT_02573	lib/edit/q_barracks.txt	7	description	D	a lot of lost souls wandering the ruined buildings. Therefore, this could		D:a lot of lost souls wandering the ruined buildings. Therefore, this could
EDIT_02574	lib/edit/q_barracks.txt	8	description	D	be very dangerous as a lot of soldiers were quartered here.		D:be very dangerous as a lot of soldiers were quartered here.
EDIT_02575	lib/edit/q_barracks.txt	12	description	D	I hear there were some valuable items in the barracks. You can		D:I hear there were some valuable items in the barracks. You can
EDIT_02576	lib/edit/q_barracks.txt	13	description	D	keep anything you found as your reward.		D:keep anything you found as your reward.
EDIT_02577	lib/edit/q_barracks.txt	17	description	D	You have failed me, beware you do not do so again!		D:You have failed me, beware you do not do so again!
EDIT_02578	lib/edit/q_barrow_downs.txt	2	description	D	Lately, a dark evil has been discovered. An ancient burial ground		D:Lately, a dark evil has been discovered. An ancient burial ground
EDIT_02579	lib/edit/q_barrow_downs.txt	3	description	D	has been taken over by something terrible. Creatures black as night		D:has been taken over by something terrible. Creatures black as night
EDIT_02580	lib/edit/q_barrow_downs.txt	4	description	D	now inhabit the place, attacking our villagers and eating our young.		D:now inhabit the place, attacking our villagers and eating our young.
EDIT_02581	lib/edit/q_barrow_downs.txt	5	description	D	Please, we are desperate. We don't have much to offer, but we beg you		D:Please, we are desperate. We don't have much to offer, but we beg you
EDIT_02582	lib/edit/q_barrow_downs.txt	6	description	D	to help us!		D:to help us!
EDIT_02583	lib/edit/q_barrow_downs.txt	10	description	D	Thank you! You have saved our town and our people rejoice!		D:Thank you! You have saved our town and our people rejoice!
EDIT_02584	lib/edit/q_barrow_downs.txt	11	description	D	I've talked with Astinus, the local librarian, Suiyan, the local		D:I've talked with Astinus, the local librarian, Suiyan, the local
EDIT_02585	lib/edit/q_barrow_downs.txt	12	description	D	weaponmaster, and Lorien, the local beastmaster. They will offer you		D:weaponmaster, and Lorien, the local beastmaster. They will offer you
EDIT_02586	lib/edit/q_barrow_downs.txt	13	description	D	a special discount price when they serve you. It is not much, but		D:a special discount price when they serve you. It is not much, but
EDIT_02587	lib/edit/q_barrow_downs.txt	14	description	D	we are a poor people.		D:we are a poor people.
EDIT_02588	lib/edit/q_barrow_downs.txt	18	description	D	Thank you! You have saved our town and our people rejoice!		D:Thank you! You have saved our town and our people rejoice!
EDIT_02589	lib/edit/q_barrow_downs.txt	19	description	D	Please accept this gift.		D:Please accept this gift.
EDIT_02590	lib/edit/q_barrow_downs.txt	23	description	D	Oh no! We are doomed to periodic culling from the foul denizens of		D:Oh no! We are doomed to periodic culling from the foul denizens of
EDIT_02591	lib/edit/q_barrow_downs.txt	24	description	D	the Barrow Downs. You have disappointed me dearly. Please, begone		D:the Barrow Downs. You have disappointed me dearly. Please, begone
EDIT_02592	lib/edit/q_barrow_downs.txt	25	description	D	for now. I must inform the village of your failure. Come back later		D:for now. I must inform the village of your failure. Come back later
EDIT_02593	lib/edit/q_barrow_downs.txt	26	description	D	after we have had time to grieve.		D:after we have had time to grieve.
EDIT_02594	lib/edit/q_basilisk.txt	8	description	D	Hey you came back. Okay, next thing you should study		D:Hey you came back. Okay, next thing you should study
EDIT_02595	lib/edit/q_basilisk.txt	9	description	D	is that cave up there to the north. It's full of basilisks.		D:is that cave up there to the north. It's full of basilisks.
EDIT_02596	lib/edit/q_basilisk.txt	10	description	D	I want drawings of their gizzards. I warn you this is a		D:I want drawings of their gizzards. I warn you this is a
EDIT_02597	lib/edit/q_basilisk.txt	11	description	D	graded examination and the pass rate is low. Don't let		D:graded examination and the pass rate is low. Don't let
EDIT_02598	lib/edit/q_basilisk.txt	12	description	D	that put you off I'm sure you've been hard at work reading.		D:that put you off I'm sure you've been hard at work reading.
EDIT_02599	lib/edit/q_basilisk.txt	16	description	D	Fancy seeing you again! Top marks, here's your badge of		D:Fancy seeing you again! Top marks, here's your badge of
EDIT_02600	lib/edit/q_basilisk.txt	17	description	D	merit.		D:merit.
EDIT_02601	lib/edit/q_basilisk.txt	21	description	D	Oh it's you again. What? You ran away? No credit for this		D:Oh it's you again. What? You ran away? No credit for this
EDIT_02602	lib/edit/q_basilisk.txt	22	description	D	assignment.		D:assignment.
EDIT_02603	lib/edit/q_bears.txt	7	description	D	The bear population in our eastern forests has exploded recently; before		D:The bear population in our eastern forests has exploded recently; before
EDIT_02604	lib/edit/q_bears.txt	8	description	D	we'd only see the occasional solitary grizzly, but now they're forming		D:we'd only see the occasional solitary grizzly, but now they're forming
EDIT_02605	lib/edit/q_bears.txt	9	description	D	groups and even use our roads. They seem to live in a cave near the southern		D:groups and even use our roads. They seem to live in a cave near the southern
EDIT_02606	lib/edit/q_bears.txt	10	description	D	edge of the forest, at the base of a large hill. The Count believes them		D:edge of the forest, at the base of a large hill. The Count believes them
EDIT_02607	lib/edit/q_bears.txt	11	description	D	responsible for the disappearances of some of our citizens, who were last		D:responsible for the disappearances of some of our citizens, who were last
EDIT_02608	lib/edit/q_bears.txt	12	description	D	seen walking in that area. Please explore their den and make our town safe		D:seen walking in that area. Please explore their den and make our town safe
EDIT_02609	lib/edit/q_bears.txt	13	description	D	again.		D:again.
EDIT_02610	lib/edit/q_bears.txt	16	description	D	Thank you, truly you are stronger than any bear.		D:Thank you, truly you are stronger than any bear.
EDIT_02611	lib/edit/q_bears.txt	20	description	D	I hope I can find someone more capable than you.		D:I hope I can find someone more capable than you.
EDIT_02612	lib/edit/q_birds.txt	6	description	D	There have been a flock of birds attacking people on the roads and carrying		D:There have been a flock of birds attacking people on the roads and carrying
EDIT_02613	lib/edit/q_birds.txt	7	description	D	away their valuables. We think they have a nest up in the hills to the south.		D:away their valuables. We think they have a nest up in the hills to the south.
EDIT_02614	lib/edit/q_birds.txt	8	description	D	We need your help.		D:We need your help.
EDIT_02615	lib/edit/q_birds.txt	12	description	D	Now those devilish birds won't be harming innocent people.		D:Now those devilish birds won't be harming innocent people.
EDIT_02616	lib/edit/q_birds.txt	16	description	D	You have failed me, beware you do not do so again!		D:You have failed me, beware you do not do so again!
EDIT_02617	lib/edit/q_cellar.txt	4	description	D	Some nights ago, a local woman heard a dreadful scream from the cellar		D:Some nights ago, a local woman heard a dreadful scream from the cellar
EDIT_02618	lib/edit/q_cellar.txt	5	description	D	next door and ran down to investigate. She found her neighbor's mutilated		D:next door and ran down to investigate. She found her neighbor's mutilated
EDIT_02619	lib/edit/q_cellar.txt	6	description	D	body lying in a pool of blood on the cellar floor, with terrible scratch		D:body lying in a pool of blood on the cellar floor, with terrible scratch
EDIT_02620	lib/edit/q_cellar.txt	7	description	D	marks on his face and firewood still in his arms; there was no sign of the		D:marks on his face and firewood still in his arms; there was no sign of the
EDIT_02621	lib/edit/q_cellar.txt	8	description	D	assailant or assailants. Spooked, she ran for her life and reported the		D:assailant or assailants. Spooked, she ran for her life and reported the
EDIT_02622	lib/edit/q_cellar.txt	9	description	D	incident to us immediately. We sent an officer in to investigate, he was		D:incident to us immediately. We sent an officer in to investigate, he was
EDIT_02623	lib/edit/q_cellar.txt	10	description	D	thrown back out by an invisible force as easily as if he had been a cheap		D:thrown back out by an invisible force as easily as if he had been a cheap
EDIT_02624	lib/edit/q_cellar.txt	11	description	D	rag doll. I know not what horrors you will face, I only know that this may		D:rag doll. I know not what horrors you will face, I only know that this may
EDIT_02625	lib/edit/q_cellar.txt	12	description	D	well be your most dangerous mission yet, and hope I am not sending you to		D:well be your most dangerous mission yet, and hope I am not sending you to
EDIT_02626	lib/edit/q_cellar.txt	13	description	D	your death. Good luck, and may the gods protect you.		D:your death. Good luck, and may the gods protect you.
EDIT_02627	lib/edit/q_cellar.txt	16	description	D	You came through when no one else could have done. Please accept this gift.		D:You came through when no one else could have done. Please accept this gift.
EDIT_02628	lib/edit/q_cellar.txt	20	description	D	[CENSORED]		D:[CENSORED]
EDIT_02629	lib/edit/q_chaos.txt	3	description	D	The Wizards of Chaos have discovered a magical Node of		D:The Wizards of Chaos have discovered a magical Node of
EDIT_02630	lib/edit/q_chaos.txt	4	description	D	Chaos in a nearby volcano. You must seek the Node and		D:Chaos in a nearby volcano. You must seek the Node and
EDIT_02631	lib/edit/q_chaos.txt	5	description	D	dispatch its guardians so that the Tower of Chaos can		D:dispatch its guardians so that the Tower of Chaos can
EDIT_02632	lib/edit/q_chaos.txt	6	description	D	claim the mystical energies of the Node.		D:claim the mystical energies of the Node.
EDIT_02633	lib/edit/q_chaos.txt	10	description	D	You have done well.		D:You have done well.
EDIT_02634	lib/edit/q_chaos.txt	14	description	D	Begone, incompetent fool! The dimensional energies of the		D:Begone, incompetent fool! The dimensional energies of the
EDIT_02635	lib/edit/q_chaos.txt	15	description	D	mystic Node have faded away and are lost forever! You had		D:mystic Node have faded away and are lost forever! You had
EDIT_02636	lib/edit/q_chaos.txt	16	description	D	your chance and botched the job.		D:your chance and botched the job.
EDIT_02637	lib/edit/q_cheap.txt	4	description	D	The compost heap on the other side of the city has started attracting		D:The compost heap on the other side of the city has started attracting
EDIT_02638	lib/edit/q_cheap.txt	5	description	D	large numbers of rats, some of them of a type we've never seen before.		D:large numbers of rats, some of them of a type we've never seen before.
EDIT_02639	lib/edit/q_cheap.txt	6	description	D	Please try to locate their nest and stop the infestation.		D:Please try to locate their nest and stop the infestation.
EDIT_02640	lib/edit/q_cheap.txt	10	description	D	Thank you for eradicating those pests! It was a dirty job, but someone		D:Thank you for eradicating those pests! It was a dirty job, but someone
EDIT_02641	lib/edit/q_cheap.txt	11	description	D	had to do it.		D:had to do it.
EDIT_02642	lib/edit/q_cheap.txt	15	description	D	Oh no! I hope we won't have to suffer the rats forever.		D:Oh no! I hope we won't have to suffer the rats forever.
EDIT_02643	lib/edit/q_cloning_pits.txt	5	description	D	For the past few years we have been cloning exceptionally powerful		D:For the past few years we have been cloning exceptionally powerful
EDIT_02644	lib/edit/q_cloning_pits.txt	6	description	D	creatures for gladiatorial combat. Something has gone very wrong in		D:creatures for gladiatorial combat. Something has gone very wrong in
EDIT_02645	lib/edit/q_cloning_pits.txt	7	description	D	the Cloning Pits. Please eliminate all the clones and you will be well		D:the Cloning Pits. Please eliminate all the clones and you will be well
EDIT_02646	lib/edit/q_cloning_pits.txt	8	description	D	rewarded. The active security systems have stopped working. The		D:rewarded. The active security systems have stopped working. The
EDIT_02647	lib/edit/q_cloning_pits.txt	9	description	D	clones can use magic, teleport, summon, etc. "The Ultimate Dungeon		D:clones can use magic, teleport, summon, etc. "The Ultimate Dungeon
EDIT_02648	lib/edit/q_cloning_pits.txt	10	description	D	Cleaner" security bots are no longer controlled, so you will need to		D:Cleaner" security bots are no longer controlled, so you will need to
EDIT_02649	lib/edit/q_cloning_pits.txt	11	description	D	eliminate them as well. Levitation and a good distance weapon are		D:eliminate them as well. Levitation and a good distance weapon are
EDIT_02650	lib/edit/q_cloning_pits.txt	12	description	D	recommended.		D:recommended.
EDIT_02651	lib/edit/q_cloning_pits.txt	16	description	D	Impressive!!		D:Impressive!!
EDIT_02652	lib/edit/q_cloning_pits.txt	20	description	D	It seems like this task was too difficult for you.		D:It seems like this task was too difficult for you.
EDIT_02653	lib/edit/q_cq1.txt	4	description	D	Unfortunately, rates of violent crime in our city have soared in recent		D:Unfortunately, rates of violent crime in our city have soared in recent
EDIT_02654	lib/edit/q_cq1.txt	5	description	D	months. For some reason, we've started attracting all sorts of crazy		D:months. For some reason, we've started attracting all sorts of crazy
EDIT_02655	lib/edit/q_cq1.txt	6	description	D	outsiders who fancy themselves "adventurers"; and the Mayor was happy		D:outsiders who fancy themselves "adventurers"; and the Mayor was happy
EDIT_02656	lib/edit/q_cq1.txt	7	description	D	with them at first because they brought in money, and the shopkeepers were		D:with them at first because they brought in money, and the shopkeepers were
EDIT_02657	lib/edit/q_cq1.txt	8	description	D	happy too as you can probably guess. But now they're braining innocent		D:happy too as you can probably guess. But now they're braining innocent
EDIT_02658	lib/edit/q_cq1.txt	9	description	D	townsfolk for the sake of a few dollars, or using them as targets for		D:townsfolk for the sake of a few dollars, or using them as targets for
EDIT_02659	lib/edit/q_cq1.txt	10	description	D	test zaps on their new wands, or just slicing them in half because they		D:test zaps on their new wands, or just slicing them in half because they
EDIT_02660	lib/edit/q_cq1.txt	11	description	D	happen to be in the way. A whole bunch of those carrot-suckers are based		D:happen to be in the way. A whole bunch of those carrot-suckers are based
EDIT_02661	lib/edit/q_cq1.txt	12	description	D	in a small secluded house southeast of here, near the south wall.		D:in a small secluded house southeast of here, near the south wall.
EDIT_02662	lib/edit/q_cq1.txt	13	description	D	Regrettably, we can't massacre them because we're cops and need to obey		D:Regrettably, we can't massacre them because we're cops and need to obey
EDIT_02663	lib/edit/q_cq1.txt	14	description	D	the law; I would be most grateful for any help you can offer.		D:the law; I would be most grateful for any help you can offer.
EDIT_02664	lib/edit/q_cq1.txt	17	description	D	Those "adventurers" are gone now? That's wonderful! No, don't tell me		D:Those "adventurers" are gone now? That's wonderful! No, don't tell me
EDIT_02665	lib/edit/q_cq1.txt	18	description	D	exactly what happened, I don't need to know... Since their house is now		D:exactly what happened, I don't need to know... Since their house is now
EDIT_02666	lib/edit/q_cq1.txt	19	description	D	unoccupied, maybe you could move in.		D:unoccupied, maybe you could move in.
EDIT_02667	lib/edit/q_cq1.txt	23	description	D	Too bad. I just hope you're not contemplating suicide after this abject		D:Too bad. I just hope you're not contemplating suicide after this abject
EDIT_02668	lib/edit/q_cq1.txt	24	description	D	failure.		D:failure.
EDIT_02669	lib/edit/q_crypt.txt	2	description	D	A mysterious force has entered the royal crypt and is		D:A mysterious force has entered the royal crypt and is
EDIT_02670	lib/edit/q_crypt.txt	3	description	D	desecrating the graves of the king's noble ancestors. Their		D:desecrating the graves of the king's noble ancestors. Their
EDIT_02671	lib/edit/q_crypt.txt	4	description	D	bodily remains have been magically animated and their spirits		D:bodily remains have been magically animated and their spirits
EDIT_02672	lib/edit/q_crypt.txt	5	description	D	enslaved and forcibly turned to evil. You must enter the		D:enslaved and forcibly turned to evil. You must enter the
EDIT_02673	lib/edit/q_crypt.txt	6	description	D	crypt and seek out the Archliches. Once they have been		D:crypt and seek out the Archliches. Once they have been
EDIT_02674	lib/edit/q_crypt.txt	7	description	D	eliminated, my guards should be able to take care of the		D:eliminated, my guards should be able to take care of the
EDIT_02675	lib/edit/q_crypt.txt	8	description	D	rest.		D:rest.
EDIT_02676	lib/edit/q_crypt.txt	12	description	D	How can I ever thank you? Let the people rejoice - a hero		D:How can I ever thank you? Let the people rejoice - a hero
EDIT_02677	lib/edit/q_crypt.txt	13	description	D	of legend walks this day in Outpost. My treasurer tells me		D:of legend walks this day in Outpost. My treasurer tells me
EDIT_02678	lib/edit/q_crypt.txt	14	description	D	a number of rather valuable heirlooms seem to be missing		D:a number of rather valuable heirlooms seem to be missing
EDIT_02679	lib/edit/q_crypt.txt	15	description	D	from the crypt - how about I turn a blind eye and we call		D:from the crypt - how about I turn a blind eye and we call
EDIT_02680	lib/edit/q_crypt.txt	16	description	D	it quits? Oh wait a moment ... Now where did I put that?		D:it quits? Oh wait a moment ... Now where did I put that?
EDIT_02681	lib/edit/q_crypt.txt	17	description	D	Ah! Take this trinket and be glad you still live.		D:Ah! Take this trinket and be glad you still live.
EDIT_02682	lib/edit/q_crypt.txt	21	description	D	A mysterious force has entered the royal crypt and is		D:A mysterious force has entered the royal crypt and is
EDIT_02683	lib/edit/q_crypt.txt	22	description	D	desecrating the graves of the king's noble ancestors. Their		D:desecrating the graves of the king's noble ancestors. Their
EDIT_02684	lib/edit/q_crypt.txt	23	description	D	bodily remains have been magically animated and their spirits		D:bodily remains have been magically animated and their spirits
EDIT_02685	lib/edit/q_crypt.txt	24	description	D	enslaved and forcibly turned to evil. You must enter the		D:enslaved and forcibly turned to evil. You must enter the
EDIT_02686	lib/edit/q_crypt.txt	25	description	D	crypt and seek out the Archliches. Once they have been		D:crypt and seek out the Archliches. Once they have been
EDIT_02687	lib/edit/q_crypt.txt	26	description	D	eliminated, the town guard should be able to take care of the		D:eliminated, the town guard should be able to take care of the
EDIT_02688	lib/edit/q_crypt.txt	27	description	D	rest.		D:rest.
EDIT_02689	lib/edit/q_crypt.txt	31	description	D	How can we ever thank you? Let the people rejoice - a hero		D:How can we ever thank you? Let the people rejoice - a hero
EDIT_02690	lib/edit/q_crypt.txt	32	description	D	of legend walks this day in Outpost. This land will forever		D:of legend walks this day in Outpost. This land will forever
EDIT_02691	lib/edit/q_crypt.txt	33	description	D	remain in your debt.		D:remain in your debt.
EDIT_02692	lib/edit/q_crypt.txt	37	description	D	I trusted you and you have failed me. Heaven knows how		D:I trusted you and you have failed me. Heaven knows how
EDIT_02693	lib/edit/q_crypt.txt	38	description	D	we will appease the spirits of the king's ancestors now!		D:we will appease the spirits of the king's ancestors now!
EDIT_02694	lib/edit/q_crystal.txt	2	description	D	I always... uh, our city always needs more money, and I know a		D:I always... uh, our city always needs more money, and I know a
EDIT_02695	lib/edit/q_crystal.txt	3	description	D	mage in Thalos who would pay handsomely for a shipment of dragons'		D:mage in Thalos who would pay handsomely for a shipment of dragons'
EDIT_02696	lib/edit/q_crystal.txt	4	description	D	hearts. What'd you say you open five great crystal drakes for him		D:hearts. What'd you say you open five great crystal drakes for him
EDIT_02697	lib/edit/q_crystal.txt	5	description	D	and we split the reward? You should find the drakes nesting in the		D:and we split the reward? You should find the drakes nesting in the
EDIT_02698	lib/edit/q_crystal.txt	6	description	D	crystal castle away to the east.		D:crystal castle away to the east.
EDIT_02699	lib/edit/q_crystal.txt	10	description	D	Thank you very much, here's your share of the reward. I look forward		D:Thank you very much, here's your share of the reward. I look forward
EDIT_02700	lib/edit/q_crystal.txt	11	description	D	to working together with you again.		D:to working together with you again.
EDIT_02701	lib/edit/q_crystal.txt	15	description	D	That's a pity, I guess I should have contracted someone more		D:That's a pity, I guess I should have contracted someone more
EDIT_02702	lib/edit/q_crystal.txt	16	description	D	experienced.		D:experienced.
EDIT_02703	lib/edit/q_cyclo.txt	4	description	D	There's a cave to the east of the city, near the shore, that we've		D:There's a cave to the east of the city, near the shore, that we've
EDIT_02704	lib/edit/q_cyclo.txt	5	description	D	always been a bit afraid to approach; but until recently we never thought		D:always been a bit afraid to approach; but until recently we never thought
