Missing file rows: 0
NO_MATCH SRC_12511 src/personality.c:168:19 "Combative adventurers favor melee and shooting at the expense of other skills such as disarming, device-skill, or saving throw; yet this personality has more subtlety to it than the raw, untempered muscle of Mighty."
NO_MATCH SRC_12512 src/personality.c:216:19 "Craven"
NO_MATCH SRC_12513 src/personality.c:217:19 "A Craven person is a coward, preferring to avoid a fight at any cost. Craven adventurers shoot and use devices well, their stealth is impressive, and they can move fast when not fighting; but their stats and other skills are somewhat wanting."
NO_MATCH SRC_12514 src/personality.c:267:19 "Fearless"
NO_MATCH SRC_12515 src/personality.c:268:19 "Being Fearless raises your melee skills and force of personality, besides helping you resist fear; but your constitution and hit points are negatively affected."
NO_MATCH SRC_12516 src/personality.c:326:19 "Fragile"
NO_MATCH SRC_12517 src/personality.c:327:19 "As a Fragile adventurer, you lack both self-confidence and physical toughness. Due to your incredibly low stamina, you are quickly exhausted by melee, or ranged combat, or magical combat, or any other strenuous activity. (Maybe you should just stay at home, quietly reading some book that isn't too heavy.)"
NO_MATCH SRC_12518 src/personality.c:380:19 "Hasty"
NO_MATCH SRC_12519 src/personality.c:381:19 "A Hasty person endeavors to do all things quickly. Speed, rather than skill or care, is paramount, and the Hasty adventurer moves quickly through the dungeon, bungling much."
NO_MATCH SRC_12520 src/personality.c:430:19 "Lazy"
NO_MATCH SRC_12521 src/personality.c:431:19 "A Lazy person has no good stats and can do no action well. All fail rates are negatively impacted. Yet some whisper that every artifact found by doing the bare minimum might bring an even lazier reward..."
NO_MATCH SRC_12522 src/personality.c:479:19 "Lucky"
NO_MATCH SRC_12523 src/personality.c:480:19 "A Lucky adventurer has poor stats but, surprisingly, can do all things well. For some reason, good things seem to happen more often to lucky players."
NO_MATCH SRC_12524 src/personality.c:524:19 "Mighty"
NO_MATCH SRC_12525 src/personality.c:525:19 "Mighty raises your physical stats, skills and stamina, but reduces your magical abilities and gives a slight penalty to your spell fail rates. It is the most warrior-like personality."
NO_MATCH SRC_12526 src/personality.c:591:19 "Munchkin"
NO_MATCH SRC_12527 src/personality.c:592:19 "The Munchkin personality is for players who love being overpowered. It raises all your stats and skills; with this personality, you can win the game easily, but gain no honor in doing so."
NO_MATCH SRC_12528 src/personality.c:643:19 "Mundane"
NO_MATCH SRC_12529 src/personality.c:644:19 "Mundane adventurers have few talents to speak of, and are incapable of using spells and not very good with magical devices; but their anti-magic allows them to resist the effects of many dangerous curses."
NO_MATCH SRC_12530 src/personality.c:680:19 "Nimble"
NO_MATCH SRC_12531 src/personality.c:681:19 "Nimbleness is good for your skills and allows you to move less noisily; but your raw strength is somewhat lacking, and you cannot survive quite as many hits."
NO_MATCH SRC_12532 src/personality.c:723:19 "Noble"
NO_MATCH SRC_12533 src/personality.c:724:19 "As a Noble person, you have the benefits of an upper-class upbringing (at least, you consider them benefits). You start with extra money, and seem to have a relatively easy time acquiring even more money; but whether other aspects of the adventuring life will come to you as naturally remains to be seen."
NO_MATCH SRC_12534 src/personality.c:766:19 "Ordinary"
NO_MATCH SRC_12535 src/personality.c:767:19 "An ordinary person is average in every respect, gaining neither skills, talents nor stat adjustments."
NO_MATCH SRC_12536 src/personality.c:795:19 "Patient"
NO_MATCH SRC_12537 src/personality.c:796:19 "A Patient adventurer does everything with great care, but not always with great speed or confident hands. Patient characters are highly resilient, and their slow but measured movements make them relatively stealthy."
NO_MATCH SRC_12538 src/personality.c:838:19 "Pious"
NO_MATCH SRC_12539 src/personality.c:839:19 "Pious deepens your faith in your God. It makes your physical ability average, and your stats suitable for a priest."
NO_MATCH SRC_12540 src/personality.c:898:19 "Sexy"
NO_MATCH SRC_12541 src/personality.c:899:19 "Sexy adventurers have excellent stats and skills, but their haughty attitude aggravates all monsters."
NO_MATCH SRC_12542 src/personality.c:944:19 "Shrewd"
NO_MATCH SRC_12543 src/personality.c:945:19 "Being Shrewd does not give you an impressive physique, but good device handling embiggens the smallest man; this is the stereotypical Mage personality, yet can also help a warrior complement his weaknesses. Shrewdness has a direct positive influence on spell fail rates."
NO_MATCH SRC_12544 src/personality.c:996:19 "Sneaky"
NO_MATCH SRC_12545 src/personality.c:997:19 "Sneaky adventurers are stealthy and at home with light stabbing weapons; but face-to-face combat with heavier weapons plays against their strengths."
NO_MATCH SRC_12546 src/personality.c:1139:20 "Your thoughts are jolted..."
NO_MATCH SRC_12547 src/personality.c:1143:21 "You suddenly feel very %s!"
NO_MATCH SRC_12548 src/personality.c:1143:87 "Combative"
NO_MATCH SRC_12549 src/personality.c:1224:29 "Personality: <color:B>Split (%s)</color>\n"
NO_MATCH SRC_12550 src/personality.c:1232:29 "Personalities: <indent><color:G>%s; </color>"
NO_MATCH SRC_12551 src/personality.c:1266:19 "Split"
NO_MATCH SRC_12552 src/personality.c:1267:19 "You have multiple personalities, and inherit the upsides and downsides of each. At all times, one of your personalities is dominant, and you receive the full effects of that personality; the remaining personalities are either partially suppressed or fully suppressed. A partially suppressed personality gives reduced stat and skill bonuses, and some other effects (like the walking speed bonus of Craven or the aggravation from Sexy) will be absent entirely, but other parts of the personality apply normally. A fully dormant personality has no effect on you at the moment, but may resurface later! Level gains, and the trauma of taking heavy damage, can cause previously suppressed personalities to become dominant and vice versa."
NO_MATCH SRC_12553 src/personality.c:1381:19 "Unlucky"
NO_MATCH SRC_12554 src/personality.c:1382:19 "An Unlucky adventurer looks impressive on paper and should, by rights, have an easy time - but somehow their fights don't go quite so smoothly, and the items they most need never seem to drop."
NO_MATCH SRC_12612 src/polly.c:770:51 "Little"
NO_MATCH SRC_12614 src/polly.c:771:50 "Matt"
NO_MATCH SRC_12719 src/psion.c:1135:37 "Resist Environment"
NO_MATCH SRC_12720 src/psion.c:1135:59 "Resistance"
NO_MATCH SRC_12721 src/psion.c:1135:73 "Elemental Protection"
NO_MATCH SRC_12722 src/psion.c:1135:97 "Immunity"
NO_MATCH SRC_12751 src/psion.c:1378:27 "Portal"
NO_MATCH SRC_12752 src/psion.c:1378:37 "Teleport"
NO_MATCH SRC_12753 src/psion.c:1378:49 "Dimension Door"
NO_MATCH SRC_12754 src/psion.c:1378:67 "Psionic Portal"
NO_MATCH SRC_12770 src/psion.c:1560:7 "Psionic Clarity"
NO_MATCH SRC_12772 src/psion.c:1572:7 "Psionic Blending"
NO_MATCH SRC_12774 src/psion.c:1583:7 "Psionic Shielding"
NO_MATCH SRC_12775 src/psion.c:1589:9 "Psionic Shielding is a defensive power. While active you will gain Free Action as well as increased Armor Class; Free Action provides resistance to deadly paralysation attacks, while Armor Class makes monster melee attacks much more likely to miss and also reduces damage from some melee attack hits."
NO_MATCH SRC_12776 src/psion.c:1594:7 "Psionic Travel"
NO_MATCH SRC_12778 src/psion.c:1604:7 "Psionic Protection"
NO_MATCH SRC_12779 src/psion.c:1610:9 "Psionic Protection is a defensive power. While active you will gain resistance to the elements (Fire, Cold, Lightning, Acid and Poison). The more of your mental focus you devote to this power, the more of these elements you will resist."
NO_MATCH SRC_12780 src/psion.c:1614:7 "Combat Transformation"
NO_MATCH SRC_12781 src/psion.c:1620:9 "Combat Transformation is an offensive power, channelling your mental focus into enhanced melee fighting. While active, your skills in combat will improve, affecting the accuracy of your blows; also, your reflexes will quicken in line with your mental acuity, affecting the speed of your attacks. This power requires your constant focus, and so increases the casting costs of all other psionic powers."
NO_MATCH SRC_12782 src/psion.c:1626:7 "Archery Transformation"
NO_MATCH SRC_12783 src/psion.c:1632:9 "Archery Transformation is an offensive power, channelling your mental focus into enhanced shooting. While active, your skills with all missile weapons will improve, affecting the accuracy of your shots; sufficient skill also allows you to shoot with increased speed. This power requires your constant focus, and thus increases the casting costs of all other psionic powers."
NO_MATCH SRC_12784 src/psion.c:1638:7 "Ego Whip"
NO_MATCH SRC_12785 src/psion.c:1644:9 "Ego Whip is an offensive power which lashes a targetted monster repeatedly with your psychic energy; the effect lasts for multiple rounds, during which time you may perform other separate actions. However, monsters do get a saving throw against the ego whip every turn, and if they make a save, they are able to shake off the whip completely."
NO_MATCH SRC_12786 src/psion.c:1650:7 "Psionic Speed"
NO_MATCH SRC_12788 src/psion.c:1660:7 "Psionic Healing"
NO_MATCH SRC_12789 src/psion.c:1666:9 "Psionic Healing is a recovery spell. By focusing your mind, you will be able to heal your wounds, cuts and stunning; with sufficient focus, you can cure hallucination and even restore your stats."
NO_MATCH SRC_12790 src/psion.c:1670:7 "Brain Smash"
NO_MATCH SRC_12791 src/psion.c:1676:9 "Brain Smash is an offensive spell. Although it does no physical damage, it inflicts a powerful mental attack on your foes which may confuse, stun or slow them."
NO_MATCH SRC_12792 src/psion.c:1679:7 "Mind Wave"
NO_MATCH SRC_12794 src/psion.c:1691:7 "Psionic Crafting"
NO_MATCH SRC_12796 src/psion.c:1700:7 "Psionic Storm"
NO_MATCH SRC_12798 src/psion.c:1711:7 "Psionic Backlash"
NO_MATCH SRC_12799 src/psion.c:1717:9 "Psionic Backlash is a defensive spell. While active, any enemy that damages you will take a proportional amount of damage in retaliation; the greater your focus, the greater the retaliatory damage."
NO_MATCH SRC_12800 src/psion.c:1721:7 "Psychic Drain"
NO_MATCH SRC_12802 src/psion.c:1731:7 "Psionic Disruption"
NO_MATCH SRC_12804 src/psion.c:1741:7 "Mental Fortress"
NO_MATCH SRC_12806 src/psion.c:1750:7 "Mindspring"
NO_MATCH SRC_12808 src/psion.c:1758:7 "Psionic Foresight"
NO_MATCH SRC_12810 src/psion.c:1782:16 "Software Bug: Invalid psionic spell id = %d."
NO_MATCH SRC_12811 src/psion.c:1880:21 "Gain which power?"
NO_MATCH SRC_12812 src/psion.c:1880:42 "Browse which power?"
NO_MATCH SRC_12813 src/psion.c:1915:29 "You will learn %s. Are you sure?"
NO_MATCH SRC_12814 src/psion.c:1921:28 "You have gained %s."
NO_MATCH SRC_12815 src/psion.c:1926:19 "Please make a choice!"
NO_MATCH SRC_12816 src/psion.c:1967:21 "Use which power?"
NO_MATCH SRC_12817 src/psion.c:1967:41 "Browse which power?"
NO_MATCH SRC_12830 src/psion.c:2150:32 "You no longer drain power from surrounding magics."
NO_MATCH SRC_12842 src/psion.c:2181:28 "You no longer drain power from surrounding magics."
NO_MATCH SRC_12844 src/psion.c:2210:21 "<topic:Spells>=================================== <color:keypress>S</color>pells ====================================\n"
NO_MATCH SRC_12845 src/psion.c:2216:25 "\n<color:G>%-23.23s Cost Fail %-15.15s Cast Fail</color>\n"
NO_MATCH SRC_12846 src/psion.c:2216:100 "Info"
NO_MATCH SRC_12847 src/psion.c:2282:19 "Psion"
NO_MATCH SRC_12848 src/psion.c:2283:19 "Psions, like Mindcrafters, rely on their innate mental powers; indeed, some of these powers resemble those of Mindcrafters. Unlike Mindcrafters, though, Psions can select which powers they wish to learn; together with their natural aptitude in a fairly broad range of skills, this makes Psions one of the most versatile classes. Most psionic powers are extremely strong, but the number of powers a Psion can learn is very limited: one each at levels 1, 10, 15, 20, 30, 35, 40 and 50.\n\nThe potency of psionic powers can be scaled up or down as needed, within limits; the more mana is spent, the more powerful the effect. All psionic powers require great concentration, leaving the Psion no time for pets. Psions do not have one fixed spell stat; they can use either Intelligence, Wisdom or Charisma, whichever is the highest. In this respect they are truly unique!"
NO_MATCH SRC_12880 src/py_birth.c:630:29 "<color:y>n</color>) Change Name\n"
NO_MATCH SRC_12881 src/py_birth.c:631:29 "<color:y>s</color>) Change Sex\n"
NO_MATCH SRC_12882 src/py_birth.c:633:33 "<color:y>p</color>) Change Personality\n"
NO_MATCH SRC_12883 src/py_birth.c:634:29 "<color:y>r</color>) Change Race\n"
NO_MATCH SRC_12884 src/py_birth.c:638:37 "<color:y>m</color>) Change Magic\n"
NO_MATCH SRC_12885 src/py_birth.c:642:33 "<color:y>c</color>) Change Class\n"
NO_MATCH SRC_12886 src/py_birth.c:644:37 "<color:y>m</color>) Change Magic\n"
NO_MATCH SRC_12887 src/py_birth.c:646:66 "<color:y>g</color>) Change Game Speed\n"
NO_MATCH SRC_12888 src/py_birth.c:648:29 "<color:y> *</color>) Random Name\n"
NO_MATCH SRC_12889 src/py_birth.c:649:29 "<color:y> ?</color>) Help\n"
NO_MATCH SRC_12890 src/py_birth.c:651:33 "<color:y> =</color>) Options\n"
NO_MATCH SRC_12891 src/py_birth.c:652:29 "<color:y>TAB</color>) More Info\n"
NO_MATCH SRC_12892 src/py_birth.c:653:29 "<color:y>RET</color>) Next Screen\n"
NO_MATCH SRC_12893 src/py_birth.c:654:29 "<color:y>ESC</color>) Prev Screen\n"
NO_MATCH SRC_12894 src/py_birth.c:660:26 "<color:G>Tip:</color> <indent>You can often get specific help by entering the uppercase letter for a command. For example, type <color:keypress>R</color> on this screen to receive help on your currently selected race.</indent>"
NO_MATCH SRC_12898 src/py_birth.c:692:52 "Epic Space Hero"
NO_MATCH SRC_12913 src/py_birth.c:831:26 "<color:G>Toggle Personalities (choose 2 or more; ENTER to accept)</color>\n"
NO_MATCH SRC_12914 src/py_birth.c:833:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12918 src/py_birth.c:935:58 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12919 src/py_birth.c:937:26 "<color:G>Choose Your Personality</color>\n"
NO_MATCH SRC_12920 src/py_birth.c:939:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12924 src/py_birth.c:1015:7 "Human"
NO_MATCH SRC_12925 src/py_birth.c:1017:7 "Elf"
NO_MATCH SRC_12927 src/py_birth.c:1021:7 "Fairy"
NO_MATCH SRC_12930 src/py_birth.c:1028:7 "Shapeshifter"
NO_MATCH SRC_12931 src/py_birth.c:1030:7 "Undead"
NO_MATCH SRC_12932 src/py_birth.c:1032:7 "Other"
NO_MATCH SRC_12933 src/py_birth.c:1038:7 "Animal"
NO_MATCH SRC_12935 src/py_birth.c:1043:7 "Beholder"
NO_MATCH SRC_12936 src/py_birth.c:1045:7 "Dragon"
NO_MATCH SRC_12938 src/py_birth.c:1049:7 "Golem"
NO_MATCH SRC_12939 src/py_birth.c:1051:7 "Jelly"
NO_MATCH SRC_12940 src/py_birth.c:1053:7 "Leprechaun"
NO_MATCH SRC_12943 src/py_birth.c:1059:7 "Undead"
NO_MATCH SRC_12944 src/py_birth.c:1061:7 "Other"
NO_MATCH SRC_12945 src/py_birth.c:1087:26 "<color:G>Choose a Type of Race to Play</color>\n"
NO_MATCH SRC_12946 src/py_birth.c:1093:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12949 src/py_birth.c:1146:57 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12950 src/py_birth.c:1148:26 "<color:G>Choose Your Race</color>\n"
NO_MATCH SRC_12951 src/py_birth.c:1150:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12955 src/py_birth.c:1278:52 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12956 src/py_birth.c:1280:26 "<color:G>Choose %s</color>\n"
NO_MATCH SRC_12957 src/py_birth.c:1282:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12959 src/py_birth.c:1319:41 "Demigod Parentage"
NO_MATCH SRC_12961 src/py_birth.c:1325:43 "Draconian Subrace"
NO_MATCH SRC_12963 src/py_birth.c:1354:7 "Melee"
NO_MATCH SRC_12964 src/py_birth.c:1357:7 "Archery"
NO_MATCH SRC_12965 src/py_birth.c:1358:7 "Martial Arts"
NO_MATCH SRC_12966 src/py_birth.c:1359:7 "Magic"
NO_MATCH SRC_12967 src/py_birth.c:1361:7 "Devices"
NO_MATCH SRC_12968 src/py_birth.c:1362:7 "Prayer"
NO_MATCH SRC_12969 src/py_birth.c:1363:7 "Stealth"
NO_MATCH SRC_12970 src/py_birth.c:1364:7 "Hybrid"
NO_MATCH SRC_12971 src/py_birth.c:1366:7 "Riding"
NO_MATCH SRC_12972 src/py_birth.c:1367:7 "Mind"
NO_MATCH SRC_12973 src/py_birth.c:1369:7 "Other"
NO_MATCH SRC_12974 src/py_birth.c:1409:63 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12975 src/py_birth.c:1411:26 "<color:G>Choose a Type of Class to Play</color>\n"
NO_MATCH SRC_12978 src/py_birth.c:1470:58 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12979 src/py_birth.c:1472:26 "<color:G>Choose Your Class</color>\n"
NO_MATCH SRC_12980 src/py_birth.c:1474:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12984 src/py_birth.c:1568:26 "<color:G>Choose Warlock Pact</color>\n"
NO_MATCH SRC_12985 src/py_birth.c:1578:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12986 src/py_birth.c:1579:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12990 src/py_birth.c:1620:26 "<color:G>Choose Speciality</color>\n"
NO_MATCH SRC_12991 src/py_birth.c:1630:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_12992 src/py_birth.c:1631:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_12996 src/py_birth.c:1672:26 "<color:G>Choose Speciality</color>\n"
NO_MATCH SRC_12997 src/py_birth.c:1682:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13001 src/py_birth.c:1714:26 "<color:G>Choose Bias</color>\n"
NO_MATCH SRC_13002 src/py_birth.c:1724:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13006 src/py_birth.c:1775:26 "<color:G>Choose Patron</color>\n"
NO_MATCH SRC_13007 src/py_birth.c:1777:30 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13008 src/py_birth.c:1784:30 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13010 src/py_birth.c:1821:2 "Normal"
NO_MATCH SRC_13011 src/py_birth.c:1822:2 "Coffee-Break"
NO_MATCH SRC_13012 src/py_birth.c:1823:2 "Instant Coffee"
NO_MATCH SRC_13013 src/py_birth.c:1834:26 "<color:G>Choose Game Speed</color>\n"
NO_MATCH SRC_13015 src/py_birth.c:1899:26 "<color:G>Choose Your Primary Magic Realm</color>\n"
NO_MATCH SRC_13016 src/py_birth.c:1909:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13017 src/py_birth.c:1910:26 "\n Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_13021 src/py_birth.c:1986:26 "<color:G>Choose Your Secondary Magic Realm</color>\n"
NO_MATCH SRC_13022 src/py_birth.c:1996:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13023 src/py_birth.c:1997:26 "\n Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_13027 src/py_birth.c:2044:26 "<color:G>Choose a Type of Monster to Play</color>\n"
NO_MATCH SRC_13028 src/py_birth.c:2050:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13033 src/py_birth.c:2110:26 "<color:G>Choose Your Monster Race</color>\n"
NO_MATCH SRC_13034 src/py_birth.c:2128:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13035 src/py_birth.c:2129:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_13039 src/py_birth.c:2206:39 "Demon Subrace"
NO_MATCH SRC_13041 src/py_birth.c:2212:37 "Orc Subrace"
NO_MATCH SRC_13043 src/py_birth.c:2221:42 "Dragon Subrace"
NO_MATCH SRC_13045 src/py_birth.c:2259:26 "<color:G>Choose Your Realm</color>\n"
NO_MATCH SRC_13046 src/py_birth.c:2271:26 "<color:y>*</color>) Random\n"
NO_MATCH SRC_13047 src/py_birth.c:2272:26 "Use SHIFT+choice to display help topic\n"
NO_MATCH SRC_13051 src/py_birth.c:2312:43 "Elemental Subrace"
NO_MATCH SRC_13054 src/py_birth.c:2318:39 "Giant Subrace"
NO_MATCH SRC_13057 src/py_birth.c:2324:39 "Golem Subrace"
NO_MATCH SRC_13060 src/py_birth.c:2330:40 "Spider Subrace"
NO_MATCH SRC_13063 src/py_birth.c:2336:39 "Troll Subrace"
NO_MATCH SRC_13066 src/py_birth.c:2359:40 "STR"
NO_MATCH SRC_13067 src/py_birth.c:2359:47 "INT"
NO_MATCH SRC_13068 src/py_birth.c:2359:54 "WIS"
NO_MATCH SRC_13069 src/py_birth.c:2359:61 "DEX"
NO_MATCH SRC_13070 src/py_birth.c:2359:68 "CON"
NO_MATCH SRC_13071 src/py_birth.c:2359:75 "CHR"
NO_MATCH SRC_13072 src/py_birth.c:2388:29 "<color:G>Enter Your Starting Stats</color>\n"
NO_MATCH SRC_13073 src/py_birth.c:2389:29 "<tab:9>Base Pts Mod Total\n"
NO_MATCH SRC_13074 src/py_birth.c:2411:29 "<color:y> n</color>) Change Name\n"
NO_MATCH SRC_13075 src/py_birth.c:2412:29 "<color:y> ?</color>) Help\n"
NO_MATCH SRC_13076 src/py_birth.c:2414:33 "<color:y> =</color>) Options\n"
NO_MATCH SRC_13077 src/py_birth.c:2415:29 "<color:y>TAB</color>) More Info\n"
NO_MATCH SRC_13078 src/py_birth.c:2416:29 "<color:%c>RET</color>) <color:%c>Begin Play</color>\n"
NO_MATCH SRC_13079 src/py_birth.c:2419:29 "<color:y>ESC</color>) Prev Screen\n"
NO_MATCH SRC_13086 src/py_birth.c:2874:21 "Name : <color:B>%-32s</color>"
NO_MATCH SRC_13087 src/py_birth.c:2876:21 "<color:o>Game Speed:</color>"
NO_MATCH SRC_13088 src/py_birth.c:2882:21 "Sex : <color:B>%s</color>\n"
NO_MATCH SRC_13089 src/py_birth.c:2888:21 "Pers : <color:B>%s</color>\n"
NO_MATCH SRC_13090 src/py_birth.c:2901:29 "Race : <color:B>%s</color>\n"
NO_MATCH SRC_13091 src/py_birth.c:2905:29 "Race : <color:B>%s</color>\n"
NO_MATCH SRC_13092 src/py_birth.c:2912:25 "Race : <indent><color:B>"
NO_MATCH SRC_13093 src/py_birth.c:2922:21 "Class: <color:B>%s</color>\n"
NO_MATCH SRC_13094 src/py_birth.c:2926:29 "Pact : <color:B>%s</color>\n"
NO_MATCH SRC_13095 src/py_birth.c:2928:29 "Spec : <color:B>%s</color>\n"
NO_MATCH SRC_13096 src/py_birth.c:2930:29 "Bias : <color:B>%s</color>\n"
NO_MATCH SRC_13097 src/py_birth.c:2941:25 "Magic: <color:B>%s</color>\n"
NO_MATCH SRC_13098 src/py_birth.c:2945:25 "Magic: <color:B>%s</color>\n"
NO_MATCH SRC_13099 src/py_birth.c:3007:25 "<style:heading><color:w> STR INT WIS DEX CON CHR Life BHP Exp</color>\n"
NO_MATCH SRC_13100 src/py_birth.c:3086:17 "Disarming"
NO_MATCH SRC_13101 src/py_birth.c:3086:30 "Device"
NO_MATCH SRC_13102 src/py_birth.c:3086:40 "Save"
NO_MATCH SRC_13103 src/py_birth.c:3086:48 "Stealth"
NO_MATCH SRC_13104 src/py_birth.c:3111:17 "Searching"
NO_MATCH SRC_13105 src/py_birth.c:3111:30 "Perception"
NO_MATCH SRC_13106 src/py_birth.c:3111:44 "Melee"
NO_MATCH SRC_13107 src/py_birth.c:3111:53 "Archery"
NO_MATCH SRC_13109 src/py_birth.c:3178:44 "Birth Option((*)s effect score)"
NO_MATCH SRC_13110 src/py_birth.c:3395:29 "Really play with ironman stairs?"
NO_MATCH SRC_13111 src/py_birth.c:3402:24 "Really play with no wilderness? (This option and Normal game speed are not intended to be used together.)"
NO_MATCH SRC_13112 src/py_birth.c:3409:28 "The No Wilderness option is intended for coffee-break mode <color:v>only</color><color:w>. Normal game speed is balanced entirely around the presence of a</color> <color:G>wilderness</color> <color:w>and the</color> <color:B>many towns</color> and <color:B>dungeons</color> that come with it, while the no-wilderness option is balanced around the</color> <color:U>coffee-break</color> <color:w>and</color> <color:U>instant-coffee</color> <color:w>modes. Trying to combine Normal speed with the lack of a wilderness will make the game very <color:r>tedious</color> and <color:r>repetitive</color>, and you will miss out on much of what should make FrogComposband unique, enjoyable and engaging.\n\n</color><color:v>REALLY</color> <color:w>play with no wilderness?</color> <color:y>[y/n]</color>"
NO_MATCH SRC_13114 src/py_birth.c:3419:24 "Really reduce number of uniques by 40%?"
NO_MATCH SRC_13271 src/py_info.c:1094:89 "Desc"
NO_MATCH SRC_13280 src/py_info.c:1234:97 "female"
NO_MATCH SRC_13281 src/py_info.c:1234:108 "male"
NO_MATCH SRC_13292 src/py_info.c:1345:94 "Lvl"
NO_MATCH SRC_13294 src/py_info.c:1353:72 "enemy"
NO_MATCH SRC_13295 src/py_info.c:1353:82 "enemies"
NO_MATCH SRC_13297 src/py_info.c:1379:106 "Lvl"
NO_MATCH SRC_13298 src/py_info.c:1379:113 "Count"
NO_MATCH SRC_13300 src/py_info.c:1388:106 "Lvl"
NO_MATCH SRC_13301 src/py_info.c:1388:113 "Count"
NO_MATCH SRC_13328 src/py_info.c:1511:110 "</color> is"
NO_MATCH SRC_13329 src/py_info.c:1511:126 "s</color> are"
NO_MATCH SRC_13331 src/py_info.c:1515:182 "s,"
NO_MATCH SRC_13440 src/py_info.c:2403:88 "Ripe Old Age"
NO_MATCH SRC_13597 src/quest.c:593:247 "daughter"
NO_MATCH SRC_13598 src/quest.c:593:260 "son"
NO_MATCH SRC_13600 src/quest.c:594:224 "my servant"
NO_MATCH SRC_13602 src/quest.c:598:299 "daughter"
NO_MATCH SRC_13603 src/quest.c:598:312 "son"
NO_MATCH SRC_13635 src/quest.c:1507:32 "<color:r>Warning,</color> you are about to leave the quest: <color:R>"
NO_MATCH SRC_13637 src/quest.c:1512:32 "</color>. <color:v>You will fail this quest if you leave!</color> Are you sure you want to leave? <color:y>[Y,n]</color>"
NO_MATCH SRC_13640 src/quest.c:1537:28 "the quest: <color:R>"
NO_MATCH SRC_13642 src/quest.c:1542:28 "</color>. <color:v>You will fail this quest if you leave it before completing it!</color> Are you sure you want to"
NO_MATCH SRC_13645 src/quest.c:1620:26 "If you like, you may choose to intentionally fail this quest. Choose this option if you feel that you really cannot handle this opponent or would rather not wait until you can. <color:v>Fail this quest?</color> <color:y>[Y,n]</color>"
NO_MATCH SRC_13647 src/quest.c:1691:25 "<color:B>Current Quests</color>\n"
NO_MATCH SRC_13648 src/quest.c:1697:29 "<color:%c>%s</color> (Lvl <color:U>%d</color>)\n"
NO_MATCH SRC_13649 src/quest.c:1702:33 "Quest Completed (Unrewarded)"
NO_MATCH SRC_13650 src/quest.c:1713:41 "<indent>Kill %d %s (%d killed so far)</indent>\n"
NO_MATCH SRC_13651 src/quest.c:1717:41 "Kill %s\n"
NO_MATCH SRC_13652 src/quest.c:1735:22 "Quests"
NO_MATCH SRC_13653 src/quest.c:1744:16 "Monster Removed"
NO_MATCH SRC_13654 src/quest.c:1756:33 "Kill %.44s <tab:53>DL%-3d <color:B>Cancelled</color>\n"
NO_MATCH SRC_13655 src/quest.c:1766:37 "Kill %d %.41s <tab:53>DL%-3d CL%-2d Day %d, %d:%02d\n"
NO_MATCH SRC_13656 src/quest.c:1770:37 "Kill %d %s (%d killed) <tab:53>DL%-3d CL%-2d Day %d, %d:%02d\n"
NO_MATCH SRC_13657 src/quest.c:1777:33 "Kill %.44s <tab:53>DL%-3d CL%-2d Day %d, %d:%02d\n"
NO_MATCH SRC_13658 src/quest.c:1785:25 "%.49s <tab:53>DL%-3d CL%-2d Day %d, %d:%02d\n"
NO_MATCH SRC_13659 src/quest.c:1798:33 "Kill %s <tab:60>DL%3d <color:B>Cancelled</color>\n"
NO_MATCH SRC_13660 src/quest.c:1806:33 "Kill %d %s (%d killed) <tab:60>DL%3d CL%2d\n"
NO_MATCH SRC_13661 src/quest.c:1811:33 "Kill %s <tab:60>DL%3d CL%2d\n"
NO_MATCH SRC_13662 src/quest.c:1818:25 "%s <tab:60>DL%3d CL%2d\n"
NO_MATCH SRC_13663 src/quest.c:1836:25 "<color:G>Completed Quests</color>\n"
NO_MATCH SRC_13664 src/quest.c:1855:25 "<color:r>Failed Quests</color>\n"
